symbol_rank,symbol,symbol_frequency,arxiv_id,categories,text_source,matched_text,usage_context,extraction_rule,concept_IRI,canonical_label,domain_tags,source_provenance,source_status,start_char,end_char
31,L,21,2606.19113v1,math.GT,title_abstract,L,"aximal universal invariants from finite quotients of Verma modules We construct a sequence of new universal quantum knot invariants that are lifts of both the semi-simple and non semi-simple $U_q(sl_2)$ quantum knot invariants. More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,355,356
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,482,490
12,N,39,2606.19113v1,math.GT,title_abstract,N,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,491,492
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,556,564
12,N,39,2606.19113v1,math.GT,title_abstract,N,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,565,566
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,642,650
12,N,39,2606.19113v1,math.GT,title_abstract,N,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,651,652
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"More specifically, for any level $\mathscr N$ we define a ""level $\mathscr N$ universal invariant"" $ \widetildeΩ_{\mathscr N}(L)$ arising from quantum traces on finite quotients of the generic Verma module over certain quotient rings. We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,679,687
12,N,39,2606.19113v1,math.GT,title_abstract,N,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,688,689
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,718,726
12,N,39,2606.19113v1,math.GT,title_abstract,N,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,727,728
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,755,763
9,q,48,2606.19113v1,math.GT,title_abstract,q,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,770,771
6,s,66,2606.19113v1,math.GT,title_abstract,s,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,772,773
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,817,825
12,N,39,2606.19113v1,math.GT,title_abstract,N,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,826,827
50,\mathscr,14,2606.19113v1,math.GT,title_abstract,\mathscr,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,854,862
12,N,39,2606.19113v1,math.GT,title_abstract,N,"We show that for $\mathscr N$ prime, this is the maximal invariant that can arise from the $\mathscr N$-part of the Verma module, and it is a specific interpolation between the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials. For $\mathscr N$ non prime $ \widetildeΩ_{\mathscr N}(L)(q,s)$ has a richer structure, it recovers the $\mathscr N^{th}$ coloured Jones and $\mathscr N^{th}$ ADO polynomials, but it could contain more information which is not seen in the sequence of coloured Jones and ADO invariants.",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19113v1,metadata_abstract,863,864
67,c,6,2606.19112v1,hep-th; math-ph,title_abstract,c,"ost-Carroll Algebra, Conformal Extensions, and Field Theories By incorporating leading $c\,$-dependent corrections to the Carroll transformations, we introduce the ""post-Carroll transformations"". We demonstrate that these transformations are consistent with post-Carrollian mechanics \cite{Najafizadeh:2025ksm};",spaCy MathEntRuler entity,http://example.org/mathkg/Variable,Variable,general-mathematics,https://arxiv.org/pdf/2606.19112v1,metadata_abstract,89,90
73,\cite,5,2606.19112v1,hep-th; math-ph,title_abstract,\cite,"ost-Carroll Algebra, Conformal Extensions, and Field Theories By incorporating leading $c\,$-dependent corrections to the Carroll transformations, we introduce the ""post-Carroll transformations"". We demonstrate that these transformations are consistent with post-Carrollian mechanics \cite{Najafizadeh:2025ksm}; furthermore, they give rise to the so-called ""post-Carroll algebra"". We show that, unlike the Carroll algebra, this new structure allows for a central charge in higher dimensions; we refer to it as the ""Carroll-Bargmann algebra"".",spaCy MathEntRuler entity,,,,https://arxiv.org/pdf/2606.19112v1,metadata_abstract,285,290
